,file_a_name,file_b_name,class_a_name,class_b_name,file_a_path,file_b_path,is_equal
1944,0060351122.tif,0071036477.tif,confidential_progress_report,confidential_progress_report,confidential_progress_report/0060351122.tif,confidential_progress_report/0071036477.tif,1
1945,0060351122.tif,2049433406.tif,confidential_progress_report,leo_burnett_remittance_advice,confidential_progress_report/0060351122.tif,leo_burnett_remittance_advice/2049433406.tif,0
1946,0071036477.tif,0071036475.tif,confidential_progress_report,confidential_progress_report,confidential_progress_report/0071036477.tif,confidential_progress_report/0071036475.tif,1
1947,0071036477.tif,2084610374_0375.tif,confidential_progress_report,philip_morris_media_department,confidential_progress_report/0071036477.tif,philip_morris_media_department/2084610374_0375.tif,0
1948,2505108335.tif,2505100571.tif,infbio_vorgang,infbio_vorgang,infbio_vorgang/2505108335.tif,infbio_vorgang/2505100571.tif,1
1949,2505108335.tif,2083824727.tif,infbio_vorgang,marlboro_bar_program_contract_top_sheet,infbio_vorgang/2505108335.tif,marlboro_bar_program_contract_top_sheet/2083824727.tif,0
1950,2505100571.tif,2505104445.tif,infbio_vorgang,infbio_vorgang,infbio_vorgang/2505100571.tif,infbio_vorgang/2505104445.tif,1
1951,2505100571.tif,0011920400.tif,infbio_vorgang,the_american_tobacco_company_production_specifications,infbio_vorgang/2505100571.tif,the_american_tobacco_company_production_specifications/0011920400.tif,0
1952,2505104445.tif,2505100571.tif,infbio_vorgang,infbio_vorgang,infbio_vorgang/2505104445.tif,infbio_vorgang/2505100571.tif,1
1953,2505104445.tif,2057485122_2057485123.tif,infbio_vorgang,aldrich_chemical_co,infbio_vorgang/2505104445.tif,aldrich_chemical_co/2057485122_2057485123.tif,0
1954,514879134+-9135.tif,518301962+-1963.tif,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer/514879134+-9135.tif,joes_vip_headquarters_dear_valued_costumer/518301962+-1963.tif,1
1955,514879134+-9135.tif,84463822_3830.tif,joes_vip_headquarters_dear_valued_costumer,cigarette_portifolio_screening_questionnaire,joes_vip_headquarters_dear_valued_costumer/514879134+-9135.tif,cigarette_portifolio_screening_questionnaire/84463822_3830.tif,0
1956,518219790+-9791.tif,518301986+-1987.tif,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer/518219790+-9791.tif,joes_vip_headquarters_dear_valued_costumer/518301986+-1987.tif,1
1957,518219790+-9791.tif,0001139850.tif,joes_vip_headquarters_dear_valued_costumer,ted_bates_production_bill,joes_vip_headquarters_dear_valued_costumer/518219790+-9791.tif,ted_bates_production_bill/0001139850.tif,0
1958,518301897+-1898.tif,518302385+-2386.tif,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer/518301897+-1898.tif,joes_vip_headquarters_dear_valued_costumer/518302385+-2386.tif,1
1959,518301897+-1898.tif,84004432_84004440.tif,joes_vip_headquarters_dear_valued_costumer,cigarette_portifolio_screening_questionnaire,joes_vip_headquarters_dear_valued_costumer/518301897+-1898.tif,cigarette_portifolio_screening_questionnaire/84004432_84004440.tif,0
1960,518302385+-2386.tif,518219790+-9791.tif,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer/518302385+-2386.tif,joes_vip_headquarters_dear_valued_costumer/518219790+-9791.tif,1
1961,518302385+-2386.tif,81305672.tif,joes_vip_headquarters_dear_valued_costumer,a_and_b_compound_results_summary,joes_vip_headquarters_dear_valued_costumer/518302385+-2386.tif,a_and_b_compound_results_summary/81305672.tif,0
1962,518301912+-1913.tif,518219787+-9788.tif,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer/518301912+-1913.tif,joes_vip_headquarters_dear_valued_costumer/518219787+-9788.tif,1
1963,518301912+-1913.tif,2057461929.tif,joes_vip_headquarters_dear_valued_costumer,aldrich_chemical_co,joes_vip_headquarters_dear_valued_costumer/518301912+-1913.tif,aldrich_chemical_co/2057461929.tif,0
1964,518219488+-9489.tif,514879134+-9135.tif,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer/518219488+-9489.tif,joes_vip_headquarters_dear_valued_costumer/514879134+-9135.tif,1
1965,518219488+-9489.tif,2057406172_2057406173.tif,joes_vip_headquarters_dear_valued_costumer,aldrich_chemical_co,joes_vip_headquarters_dear_valued_costumer/518219488+-9489.tif,aldrich_chemical_co/2057406172_2057406173.tif,0
1966,518219637+-9638.tif,518219699+-9700.tif,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer/518219637+-9638.tif,joes_vip_headquarters_dear_valued_costumer/518219699+-9700.tif,1
1967,518219637+-9638.tif,0011920273.tif,joes_vip_headquarters_dear_valued_costumer,the_american_tobacco_company_production_specifications,joes_vip_headquarters_dear_valued_costumer/518219637+-9638.tif,the_american_tobacco_company_production_specifications/0011920273.tif,0
1968,514879669+-9670.tif,518301897+-1898.tif,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer/514879669+-9670.tif,joes_vip_headquarters_dear_valued_costumer/518301897+-1898.tif,1
1969,514879669+-9670.tif,84004513_4521.tif,joes_vip_headquarters_dear_valued_costumer,cigarette_portifolio_screening_questionnaire,joes_vip_headquarters_dear_valued_costumer/514879669+-9670.tif,cigarette_portifolio_screening_questionnaire/84004513_4521.tif,0
1970,518301918+-1919.tif,514879666+-9667.tif,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer/518301918+-1919.tif,joes_vip_headquarters_dear_valued_costumer/514879666+-9667.tif,1
1971,518301918+-1919.tif,2505300835.tif,joes_vip_headquarters_dear_valued_costumer,report_p_klinchem,joes_vip_headquarters_dear_valued_costumer/518301918+-1919.tif,report_p_klinchem/2505300835.tif,0
1972,518219787+-9788.tif,518301912+-1913.tif,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer/518219787+-9788.tif,joes_vip_headquarters_dear_valued_costumer/518301912+-1913.tif,1
1973,518219787+-9788.tif,2076144574.tif,joes_vip_headquarters_dear_valued_costumer,philip_morris_facsimile_transmission,joes_vip_headquarters_dear_valued_costumer/518219787+-9788.tif,philip_morris_facsimile_transmission/2076144574.tif,0
1974,518301986+-1987.tif,518302376+-2377.tif,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer/518301986+-1987.tif,joes_vip_headquarters_dear_valued_costumer/518302376+-2377.tif,1
1975,518301986+-1987.tif,84459371_9377.tif,joes_vip_headquarters_dear_valued_costumer,cigarette_portifolio_screening_questionnaire,joes_vip_headquarters_dear_valued_costumer/518301986+-1987.tif,cigarette_portifolio_screening_questionnaire/84459371_9377.tif,0
1976,518219699+-9700.tif,518219490+-9491.tif,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer/518219699+-9700.tif,joes_vip_headquarters_dear_valued_costumer/518219490+-9491.tif,1
1977,518219699+-9700.tif,2057411171_2057411172.tif,joes_vip_headquarters_dear_valued_costumer,aldrich_chemical_co,joes_vip_headquarters_dear_valued_costumer/518219699+-9700.tif,aldrich_chemical_co/2057411171_2057411172.tif,0
1978,518301892+-1893.tif,514879967+-9968.tif,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer/518301892+-1893.tif,joes_vip_headquarters_dear_valued_costumer/514879967+-9968.tif,1
1979,518301892+-1893.tif,81303586.tif,joes_vip_headquarters_dear_valued_costumer,a_and_b_compound_results_summary,joes_vip_headquarters_dear_valued_costumer/518301892+-1893.tif,a_and_b_compound_results_summary/81303586.tif,0
1980,518302370+-2371.tif,518301897+-1898.tif,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer/518302370+-2371.tif,joes_vip_headquarters_dear_valued_costumer/518301897+-1898.tif,1
1981,518302370+-2371.tif,0011909840.tif,joes_vip_headquarters_dear_valued_costumer,the_american_tobacco_company_production_specifications,joes_vip_headquarters_dear_valued_costumer/518302370+-2371.tif,the_american_tobacco_company_production_specifications/0011909840.tif,0
1982,518219490+-9491.tif,518219787+-9788.tif,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer/518219490+-9491.tif,joes_vip_headquarters_dear_valued_costumer/518219787+-9788.tif,1
1983,518219490+-9491.tif,2057406172_2057406173.tif,joes_vip_headquarters_dear_valued_costumer,aldrich_chemical_co,joes_vip_headquarters_dear_valued_costumer/518219490+-9491.tif,aldrich_chemical_co/2057406172_2057406173.tif,0
1984,514879965+-9966.tif,518302376+-2377.tif,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer/514879965+-9966.tif,joes_vip_headquarters_dear_valued_costumer/518302376+-2377.tif,1
1985,514879965+-9966.tif,0011920273.tif,joes_vip_headquarters_dear_valued_costumer,the_american_tobacco_company_production_specifications,joes_vip_headquarters_dear_valued_costumer/514879965+-9966.tif,the_american_tobacco_company_production_specifications/0011920273.tif,0
1986,518302376+-2377.tif,518301986+-1987.tif,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer/518302376+-2377.tif,joes_vip_headquarters_dear_valued_costumer/518301986+-1987.tif,1
1987,518302376+-2377.tif,2073623961.tif,joes_vip_headquarters_dear_valued_costumer,philip_morris_facsimile_transmission,joes_vip_headquarters_dear_valued_costumer/518302376+-2377.tif,philip_morris_facsimile_transmission/2073623961.tif,0
1988,514878880+-8881.tif,518301888+-1889.tif,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer/514878880+-8881.tif,joes_vip_headquarters_dear_valued_costumer/518301888+-1889.tif,1
1989,514878880+-8881.tif,81305672.tif,joes_vip_headquarters_dear_valued_costumer,a_and_b_compound_results_summary,joes_vip_headquarters_dear_valued_costumer/514878880+-8881.tif,a_and_b_compound_results_summary/81305672.tif,0
1990,514879967+-9968.tif,518219637+-9638.tif,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer/514879967+-9968.tif,joes_vip_headquarters_dear_valued_costumer/518219637+-9638.tif,1
1991,514879967+-9968.tif,2057483007_2057483008.tif,joes_vip_headquarters_dear_valued_costumer,aldrich_chemical_co,joes_vip_headquarters_dear_valued_costumer/514879967+-9968.tif,aldrich_chemical_co/2057483007_2057483008.tif,0
1992,518301888+-1889.tif,518301897+-1898.tif,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer/518301888+-1889.tif,joes_vip_headquarters_dear_valued_costumer/518301897+-1898.tif,1
1993,518301888+-1889.tif,0001139651.tif,joes_vip_headquarters_dear_valued_costumer,ted_bates_production_bill,joes_vip_headquarters_dear_valued_costumer/518301888+-1889.tif,ted_bates_production_bill/0001139651.tif,0
1994,518302430+-2431.tif,518219787+-9788.tif,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer/518302430+-2431.tif,joes_vip_headquarters_dear_valued_costumer/518219787+-9788.tif,1
1995,518302430+-2431.tif,2057485122_2057485123.tif,joes_vip_headquarters_dear_valued_costumer,aldrich_chemical_co,joes_vip_headquarters_dear_valued_costumer/518302430+-2431.tif,aldrich_chemical_co/2057485122_2057485123.tif,0
1996,514879666+-9667.tif,518219787+-9788.tif,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer/514879666+-9667.tif,joes_vip_headquarters_dear_valued_costumer/518219787+-9788.tif,1
1997,514879666+-9667.tif,81303573.tif,joes_vip_headquarters_dear_valued_costumer,a_and_b_compound_results_summary,joes_vip_headquarters_dear_valued_costumer/514879666+-9667.tif,a_and_b_compound_results_summary/81303573.tif,0
1998,518301962+-1963.tif,518302430+-2431.tif,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer,joes_vip_headquarters_dear_valued_costumer/518301962+-1963.tif,joes_vip_headquarters_dear_valued_costumer/518302430+-2431.tif,1
1999,518301962+-1963.tif,0001139716.tif,joes_vip_headquarters_dear_valued_costumer,ted_bates_production_bill,joes_vip_headquarters_dear_valued_costumer/518301962+-1963.tif,ted_bates_production_bill/0001139716.tif,0
2000,2501661580.tif,2501658593_2501658606.tif,inbifoo_monthly_report,inbifoo_monthly_report,inbifoo_monthly_report/2501661580.tif,inbifoo_monthly_report/2501658593_2501658606.tif,1
2001,2501661580.tif,2074232090.tif,inbifoo_monthly_report,philip_morris_facsimile_transmission,inbifoo_monthly_report/2501661580.tif,philip_morris_facsimile_transmission/2074232090.tif,0
2002,2501660879_2501660891.tif,2501660134.tif,inbifoo_monthly_report,inbifoo_monthly_report,inbifoo_monthly_report/2501660879_2501660891.tif,inbifoo_monthly_report/2501660134.tif,1
2003,2501660879_2501660891.tif,518302430+-2431.tif,inbifoo_monthly_report,joes_vip_headquarters_dear_valued_costumer,inbifoo_monthly_report/2501660879_2501660891.tif,joes_vip_headquarters_dear_valued_costumer/518302430+-2431.tif,0
2004,2501660119.tif,2501659407.tif,inbifoo_monthly_report,inbifoo_monthly_report,inbifoo_monthly_report/2501660119.tif,inbifoo_monthly_report/2501659407.tif,1
2005,2501660119.tif,0001139651.tif,inbifoo_monthly_report,ted_bates_production_bill,inbifoo_monthly_report/2501660119.tif,ted_bates_production_bill/0001139651.tif,0
2006,2501660134.tif,2501660093_2501660118.tif,inbifoo_monthly_report,inbifoo_monthly_report,inbifoo_monthly_report/2501660134.tif,inbifoo_monthly_report/2501660093_2501660118.tif,1
2007,2501660134.tif,0001139844.tif,inbifoo_monthly_report,ted_bates_production_bill,inbifoo_monthly_report/2501660134.tif,ted_bates_production_bill/0001139844.tif,0
2008,2501659808.tif,2501661389.tif,inbifoo_monthly_report,inbifoo_monthly_report,inbifoo_monthly_report/2501659808.tif,inbifoo_monthly_report/2501661389.tif,1
2009,2501659808.tif,2072823588.tif,inbifoo_monthly_report,philip_morris_facsimile_transmission,inbifoo_monthly_report/2501659808.tif,philip_morris_facsimile_transmission/2072823588.tif,0
2010,2501661161_2501661163.tif,2501660879_2501660891.tif,inbifoo_monthly_report,inbifoo_monthly_report,inbifoo_monthly_report/2501661161_2501661163.tif,inbifoo_monthly_report/2501660879_2501660891.tif,1
2011,2501661161_2501661163.tif,0001139669.tif,inbifoo_monthly_report,ted_bates_production_bill,inbifoo_monthly_report/2501661161_2501661163.tif,ted_bates_production_bill/0001139669.tif,0
2012,2501661389.tif,2501661580.tif,inbifoo_monthly_report,inbifoo_monthly_report,inbifoo_monthly_report/2501661389.tif,inbifoo_monthly_report/2501661580.tif,1
2013,2501661389.tif,0001139846.tif,inbifoo_monthly_report,ted_bates_production_bill,inbifoo_monthly_report/2501661389.tif,ted_bates_production_bill/0001139846.tif,0
2014,2501661167.tif,2501660119.tif,inbifoo_monthly_report,inbifoo_monthly_report,inbifoo_monthly_report/2501661167.tif,inbifoo_monthly_report/2501660119.tif,1
2015,2501661167.tif,84457060_7066.tif,inbifoo_monthly_report,cigarette_portifolio_screening_questionnaire,inbifoo_monthly_report/2501661167.tif,cigarette_portifolio_screening_questionnaire/84457060_7066.tif,0
2016,2501658593_2501658606.tif,2501661167.tif,inbifoo_monthly_report,inbifoo_monthly_report,inbifoo_monthly_report/2501658593_2501658606.tif,inbifoo_monthly_report/2501661167.tif,1
2017,2501658593_2501658606.tif,2073712955.tif,inbifoo_monthly_report,request_for_special_mailing_messenger,inbifoo_monthly_report/2501658593_2501658606.tif,request_for_special_mailing_messenger/2073712955.tif,0
2018,2501662308_2501662311.tif,2501659808.tif,inbifoo_monthly_report,inbifoo_monthly_report,inbifoo_monthly_report/2501662308_2501662311.tif,inbifoo_monthly_report/2501659808.tif,1
2019,2501662308_2501662311.tif,81303281.tif,inbifoo_monthly_report,a_and_b_compound_results_summary,inbifoo_monthly_report/2501662308_2501662311.tif,a_and_b_compound_results_summary/81303281.tif,0
2020,2501660093_2501660118.tif,2501659808.tif,inbifoo_monthly_report,inbifoo_monthly_report,inbifoo_monthly_report/2501660093_2501660118.tif,inbifoo_monthly_report/2501659808.tif,1
2021,2501660093_2501660118.tif,2074231795.tif,inbifoo_monthly_report,philip_morris_facsimile_transmission,inbifoo_monthly_report/2501660093_2501660118.tif,philip_morris_facsimile_transmission/2074231795.tif,0
2022,2501659407.tif,2501661389.tif,inbifoo_monthly_report,inbifoo_monthly_report,inbifoo_monthly_report/2501659407.tif,inbifoo_monthly_report/2501661389.tif,1
2023,2501659407.tif,518301892+-1893.tif,inbifoo_monthly_report,joes_vip_headquarters_dear_valued_costumer,inbifoo_monthly_report/2501659407.tif,joes_vip_headquarters_dear_valued_costumer/518301892+-1893.tif,0
2024,2065153204.tif,2063113077.tif,request_for_special_mailing_messenger,request_for_special_mailing_messenger,request_for_special_mailing_messenger/2065153204.tif,request_for_special_mailing_messenger/2063113077.tif,1
2025,2065153204.tif,2024002056.tif,request_for_special_mailing_messenger,product_opinion_laboratory,request_for_special_mailing_messenger/2065153204.tif,product_opinion_laboratory/2024002056.tif,0
2026,2075300616.tif,2063116766.tif,request_for_special_mailing_messenger,request_for_special_mailing_messenger,request_for_special_mailing_messenger/2075300616.tif,request_for_special_mailing_messenger/2063116766.tif,1
2027,2075300616.tif,2074960474.tif,request_for_special_mailing_messenger,philip_morris_facsimile_transmission,request_for_special_mailing_messenger/2075300616.tif,philip_morris_facsimile_transmission/2074960474.tif,0
2028,2065163747.tif,2075300616.tif,request_for_special_mailing_messenger,request_for_special_mailing_messenger,request_for_special_mailing_messenger/2065163747.tif,request_for_special_mailing_messenger/2075300616.tif,1
2029,2065163747.tif,2501661580.tif,request_for_special_mailing_messenger,inbifoo_monthly_report,request_for_special_mailing_messenger/2065163747.tif,inbifoo_monthly_report/2501661580.tif,0
2030,2063117540.tif,2065167289.tif,request_for_special_mailing_messenger,request_for_special_mailing_messenger,request_for_special_mailing_messenger/2063117540.tif,request_for_special_mailing_messenger/2065167289.tif,1
2031,2063117540.tif,0001139713.tif,request_for_special_mailing_messenger,ted_bates_production_bill,request_for_special_mailing_messenger/2063117540.tif,ted_bates_production_bill/0001139713.tif,0
2032,2077977378.tif,2085318647.tif,request_for_special_mailing_messenger,request_for_special_mailing_messenger,request_for_special_mailing_messenger/2077977378.tif,request_for_special_mailing_messenger/2085318647.tif,1
2033,2077977378.tif,2075335207.tif,request_for_special_mailing_messenger,philip_morris_facsimile_transmission,request_for_special_mailing_messenger/2077977378.tif,philip_morris_facsimile_transmission/2075335207.tif,0
2034,2073712955.tif,2070865025.tif,request_for_special_mailing_messenger,request_for_special_mailing_messenger,request_for_special_mailing_messenger/2073712955.tif,request_for_special_mailing_messenger/2070865025.tif,1
2035,2073712955.tif,2074230497.tif,request_for_special_mailing_messenger,philip_morris_facsimile_transmission,request_for_special_mailing_messenger/2073712955.tif,philip_morris_facsimile_transmission/2074230497.tif,0
2036,2065156438.tif,2076197865.tif,request_for_special_mailing_messenger,request_for_special_mailing_messenger,request_for_special_mailing_messenger/2065156438.tif,request_for_special_mailing_messenger/2076197865.tif,1
2037,2065156438.tif,2083851420.tif,request_for_special_mailing_messenger,marlboro_bar_program_contract_top_sheet,request_for_special_mailing_messenger/2065156438.tif,marlboro_bar_program_contract_top_sheet/2083851420.tif,0
2038,2075638364.tif,2063119269.tif,request_for_special_mailing_messenger,request_for_special_mailing_messenger,request_for_special_mailing_messenger/2075638364.tif,request_for_special_mailing_messenger/2063119269.tif,1
2039,2075638364.tif,0001233187.tif,request_for_special_mailing_messenger,for_kool_and_cigarette_study,request_for_special_mailing_messenger/2075638364.tif,for_kool_and_cigarette_study/0001233187.tif,0
2040,2070865025.tif,2065163747.tif,request_for_special_mailing_messenger,request_for_special_mailing_messenger,request_for_special_mailing_messenger/2070865025.tif,request_for_special_mailing_messenger/2065163747.tif,1
2041,2070865025.tif,0060031805.tif,request_for_special_mailing_messenger,quality_assurance_specifications,request_for_special_mailing_messenger/2070865025.tif,quality_assurance_specifications/0060031805.tif,0
2042,2076197865.tif,2063116766.tif,request_for_special_mailing_messenger,request_for_special_mailing_messenger,request_for_special_mailing_messenger/2076197865.tif,request_for_special_mailing_messenger/2063116766.tif,1
2043,2076197865.tif,0060031798.tif,request_for_special_mailing_messenger,quality_assurance_specifications,request_for_special_mailing_messenger/2076197865.tif,quality_assurance_specifications/0060031798.tif,0
2044,2063119269.tif,2063113077.tif,request_for_special_mailing_messenger,request_for_special_mailing_messenger,request_for_special_mailing_messenger/2063119269.tif,request_for_special_mailing_messenger/2063113077.tif,1
2045,2063119269.tif,2057405769_2057405771.tif,request_for_special_mailing_messenger,aldrich_chemical_co,request_for_special_mailing_messenger/2063119269.tif,aldrich_chemical_co/2057405769_2057405771.tif,0
2046,2063116796.tif,2073712955.tif,request_for_special_mailing_messenger,request_for_special_mailing_messenger,request_for_special_mailing_messenger/2063116796.tif,request_for_special_mailing_messenger/2073712955.tif,1
2047,2063116796.tif,81303586.tif,request_for_special_mailing_messenger,a_and_b_compound_results_summary,request_for_special_mailing_messenger/2063116796.tif,a_and_b_compound_results_summary/81303586.tif,0
2048,2065155884.tif,2085318647.tif,request_for_special_mailing_messenger,request_for_special_mailing_messenger,request_for_special_mailing_messenger/2065155884.tif,request_for_special_mailing_messenger/2085318647.tif,1
2049,2065155884.tif,81302791.tif,request_for_special_mailing_messenger,a_and_b_compound_results_summary,request_for_special_mailing_messenger/2065155884.tif,a_and_b_compound_results_summary/81302791.tif,0
2050,2063116766.tif,2073712955.tif,request_for_special_mailing_messenger,request_for_special_mailing_messenger,request_for_special_mailing_messenger/2063116766.tif,request_for_special_mailing_messenger/2073712955.tif,1
2051,2063116766.tif,0001139729.tif,request_for_special_mailing_messenger,ted_bates_production_bill,request_for_special_mailing_messenger/2063116766.tif,ted_bates_production_bill/0001139729.tif,0
2052,2065167289.tif,2065156438.tif,request_for_special_mailing_messenger,request_for_special_mailing_messenger,request_for_special_mailing_messenger/2065167289.tif,request_for_special_mailing_messenger/2065156438.tif,1
2053,2065167289.tif,2057466828.tif,request_for_special_mailing_messenger,aldrich_chemical_co,request_for_special_mailing_messenger/2065167289.tif,aldrich_chemical_co/2057466828.tif,0
2054,2085318647.tif,2065153204.tif,request_for_special_mailing_messenger,request_for_special_mailing_messenger,request_for_special_mailing_messenger/2085318647.tif,request_for_special_mailing_messenger/2065153204.tif,1
2055,2085318647.tif,2057466823_2057466824.tif,request_for_special_mailing_messenger,aldrich_chemical_co,request_for_special_mailing_messenger/2085318647.tif,aldrich_chemical_co/2057466823_2057466824.tif,0
2056,2063113077.tif,2063116766.tif,request_for_special_mailing_messenger,request_for_special_mailing_messenger,request_for_special_mailing_messenger/2063113077.tif,request_for_special_mailing_messenger/2063116766.tif,1
2057,2063113077.tif,0001233191.tif,request_for_special_mailing_messenger,for_kool_and_cigarette_study,request_for_special_mailing_messenger/2063113077.tif,for_kool_and_cigarette_study/0001233191.tif,0
2058,2065181227.tif,2065156438.tif,request_for_special_mailing_messenger,request_for_special_mailing_messenger,request_for_special_mailing_messenger/2065181227.tif,request_for_special_mailing_messenger/2065156438.tif,1
2059,2065181227.tif,0001139847.tif,request_for_special_mailing_messenger,ted_bates_production_bill,request_for_special_mailing_messenger/2065181227.tif,ted_bates_production_bill/0001139847.tif,0
2060,2065180467.tif,2085318647.tif,request_for_special_mailing_messenger,request_for_special_mailing_messenger,request_for_special_mailing_messenger/2065180467.tif,request_for_special_mailing_messenger/2085318647.tif,1
2061,2065180467.tif,2074849783a.tif,request_for_special_mailing_messenger,philip_morris_facsimile_transmission,request_for_special_mailing_messenger/2065180467.tif,philip_morris_facsimile_transmission/2074849783a.tif,0
2062,2065162135.tif,2063119269.tif,request_for_special_mailing_messenger,request_for_special_mailing_messenger,request_for_special_mailing_messenger/2065162135.tif,request_for_special_mailing_messenger/2063119269.tif,1
2063,2065162135.tif,518301986+-1987.tif,request_for_special_mailing_messenger,joes_vip_headquarters_dear_valued_costumer,request_for_special_mailing_messenger/2065162135.tif,joes_vip_headquarters_dear_valued_costumer/518301986+-1987.tif,0
2064,00831401_00831420.tif,80040447_0463.tif,mutagenicity_evaluation_of,mutagenicity_evaluation_of,mutagenicity_evaluation_of/00831401_00831420.tif,mutagenicity_evaluation_of/80040447_0463.tif,1
2065,00831401_00831420.tif,0001139847.tif,mutagenicity_evaluation_of,ted_bates_production_bill,mutagenicity_evaluation_of/00831401_00831420.tif,ted_bates_production_bill/0001139847.tif,0
2066,80033283_3299.tif,88222148_2167.tif,mutagenicity_evaluation_of,mutagenicity_evaluation_of,mutagenicity_evaluation_of/80033283_3299.tif,mutagenicity_evaluation_of/88222148_2167.tif,1
2067,80033283_3299.tif,0001139688.tif,mutagenicity_evaluation_of,ted_bates_production_bill,mutagenicity_evaluation_of/80033283_3299.tif,ted_bates_production_bill/0001139688.tif,0
2068,89507290_7306.tif,89978279_8298.tif,mutagenicity_evaluation_of,mutagenicity_evaluation_of,mutagenicity_evaluation_of/89507290_7306.tif,mutagenicity_evaluation_of/89978279_8298.tif,1
2069,89507290_7306.tif,2075638364.tif,mutagenicity_evaluation_of,request_for_special_mailing_messenger,mutagenicity_evaluation_of/89507290_7306.tif,request_for_special_mailing_messenger/2075638364.tif,0
2070,89391349_1364.tif,88197325_7344.tif,mutagenicity_evaluation_of,mutagenicity_evaluation_of,mutagenicity_evaluation_of/89391349_1364.tif,mutagenicity_evaluation_of/88197325_7344.tif,1
2071,89391349_1364.tif,2074232090.tif,mutagenicity_evaluation_of,philip_morris_facsimile_transmission,mutagenicity_evaluation_of/89391349_1364.tif,philip_morris_facsimile_transmission/2074232090.tif,0
2072,80040447_0463.tif,00864121_4137.tif,mutagenicity_evaluation_of,mutagenicity_evaluation_of,mutagenicity_evaluation_of/80040447_0463.tif,mutagenicity_evaluation_of/00864121_4137.tif,1
2073,80040447_0463.tif,2057442383.tif,mutagenicity_evaluation_of,aldrich_chemical_co,mutagenicity_evaluation_of/80040447_0463.tif,aldrich_chemical_co/2057442383.tif,0
2074,80028143_8166.tif,88952292_2309.tif,mutagenicity_evaluation_of,mutagenicity_evaluation_of,mutagenicity_evaluation_of/80028143_8166.tif,mutagenicity_evaluation_of/88952292_2309.tif,1
2075,80028143_8166.tif,84003501.tif,mutagenicity_evaluation_of,cigarette_portifolio_screening_questionnaire,mutagenicity_evaluation_of/80028143_8166.tif,cigarette_portifolio_screening_questionnaire/84003501.tif,0
2076,88222258_2277.tif,89467801_7818.tif,mutagenicity_evaluation_of,mutagenicity_evaluation_of,mutagenicity_evaluation_of/88222258_2277.tif,mutagenicity_evaluation_of/89467801_7818.tif,1
2077,88222258_2277.tif,2057488732_2057488733.tif,mutagenicity_evaluation_of,aldrich_chemical_co,mutagenicity_evaluation_of/88222258_2277.tif,aldrich_chemical_co/2057488732_2057488733.tif,0
